Date,AAPL,MSFT,SPY,TSLA
2023-07-03,0.005467141530112327,-0.0008826430117118466,0.006976885381006924,0.015730298564080255
2023-07-04,-0.0018415337472333596,-0.0018413695694918055,0.016292128155073915,0.008174347291529088
2023-07-05,-0.004194743859349521,0.005925600435859647,-0.004134176928124622,-0.004157297535702568
2023-07-06,0.002919622715660341,-0.01863280244657798,-0.01674917832513033,-0.005122875292409727
2023-07-07,-0.009628311203344238,0.003642473325952739,-0.00858024075521211,-0.013623037013352915
2023-07-10,0.015156487689215542,-0.0017577630048653567,0.0011752820468792385,-0.013747481862134567
2023-07-11,-0.004943827245251827,0.001609225897098661,-0.011009935774223028,0.004256980183456719
2023-07-12,-0.005506386899188051,-0.002416937497932768,-0.005517066122293969,0.01902278184508938
2023-07-13,0.0003650277526206608,-0.010077109289559003,0.00872544912103189,-0.011708436499710222
2023-07-14,0.0025886359500475542,-0.019096701238797757,-0.012781860488984305,0.0024686123586912354
2023-07-17,0.007884665799954104,0.0022136828118997053,-0.0006564828238824053,-0.0025110369558928878
2023-07-18,-0.014285219903674274,-0.006698442083947086,-0.004106387709597875,0.011071222262189158
2023-07-19,0.003936182895684614,-0.01713040155362734,0.00374083969394795,-0.0033508228041631656
2023-07-20,-0.006269220003059588,0.006616762888408678,0.01080999522495951,0.009812801191161987
2023-07-21,-0.007892175232226385,-0.002592123758512146,0.0038126343140356396,0.010255451271223593
2023-07-24,-0.0042917423784529,-0.0013565897666381712,-0.010563349740060282,-0.011462066240806708
2023-07-25,0.008625258223941982,0.01406240028570823,-0.00022010121580333852,0.010535328978920242
2023-07-26,0.004116360250476341,-0.0059511975460512425,0.004113956055084139,0.015880365664659692
2023-07-27,0.0001417396089004846,0.016146436558140062,-0.025697451040897445,0.00871902504375224
2023-07-28,0.0013704706823817123,-0.002490073504658675,0.001417607765355023,-0.01937568914600893
2023-07-31,-0.0016967188783751194,0.004071125715117464,0.015278940447415162,-0.004682702182736474
2023-08-01,-0.0075849360289318764,-0.004517570435845365,0.009654021177020742,0.0037875110965968446
2023-08-02,-0.004797602037670387,0.0056326743311335605,0.0014707754934804038,0.010186449905328894
2023-08-03,-0.006520530938773524,-0.002776621465977682,-0.003421081531321576,-0.014135149481321186
2023-08-04,0.0034612027706457608,0.003110552721798893,0.0005511345664246089,-0.0018458713337514694
2023-08-07,-0.013653707420504143,-0.00370645322765359,-0.002927145165267695,-0.007522772692216189
2023-08-08,-0.0011128571166600914,0.0045405085681453836,0.0193618590121053,0.0022457781283183897
2023-08-09,0.0030755039072276435,-0.00024445915766167217,-0.018687712152990414,0.00023486124550783124
2023-08-10,0.0011023020994102644,0.025132421124852863,-0.0014236096478112252,0.0035154734233361247
2023-08-11,0.0001528823029475669,-0.01118678037619532,0.011928228145150207,0.008019330326867741
2023-08-14,0.00841031947043047,-0.008593874547947388,0.014527943109360992,-0.013518510627922808
2023-08-15,0.006368570938002704,0.022404556258099787,-0.009405363251306883,-0.005162977296027719
2023-08-16,0.0014965136508764123,-0.004534756541161993,-0.015006634310661326,0.0011856297480602733
2023-08-17,-0.01012303713726105,0.005235924306351817,-0.00869424234233803,0.015999344050175394
2023-08-18,-0.00733253292336237,-0.002720615162056756,0.008635172173696698,-0.011808643164339551
2023-08-21,0.002774599346041294,0.013571427542824283,-0.015574832345612275,0.002346338585323042
2023-08-22,0.0030988279424842354,0.008318228717773104,-0.011869507108780819,-0.012704566130842762
2023-08-23,0.005719415656168977,0.0034698467323318605,0.0030049285034587656,0.003964482094969757
2023-08-24,-0.0063002472157849074,0.0028225369716100355,0.0034307247329868128,-0.006643514180263679
2023-08-25,0.019157745111447567,0.005238329209117876,-0.011413034972026486,0.007065536086338297
2023-08-28,-0.009246816702273215,0.008370846037424521,0.012085955790074042,-0.007706823183517104
2023-08-29,0.010133761292443219,0.0046278092693649835,0.0087206015999449,0.019467929826539474
2023-08-30,-0.001953881160028705,-0.007037361643574895,-0.008395144296255232,-0.007658102849654383
2023-08-31,-0.000271017094141042,0.003911519748166439,0.0032669079933001907,0.008771832490360239
2023-09-01,0.0006300189187790702,0.01503534077157317,-0.0021465683323795607,0.02770169166589619
2023-09-04,0.006756673477650063,-0.008071575564162825,-0.010208924980611123,0.005324724152431853
2023-09-05,-0.0017346278532585089,0.00764000494092092,0.005232376245735448,-0.00022828912656872773
2023-09-06,-0.007967937180684049,-0.014648472246858646,-0.003965149520670211,0.009063987943234724
2023-09-07,0.0026409374413020395,-0.01195738778711988,0.00223180925851182,0.004353173797288367
2023-09-08,-0.00833857436201133,0.002037251059455279,0.001082087184459999,-0.01092970297830623
2023-09-11,0.004077873603482832,0.006107845263682344,0.011330512431752772,0.01103802052034903
2023-09-12,-0.01327669367957091,-0.008878250399151228,0.005650352672086597,0.0056378595091220885
2023-09-13,0.005650476863060479,0.03902731490654721,0.006208905106931671,0.01185565640180599
2023-09-14,0.010040017634932024,0.00701391251305798,-0.002652692446403456,0.008089692204932674
2023-09-15,-0.007228252145375718,-0.001868186067400089,-0.004353635478291035,0.0013187413938632255
2023-09-18,0.02364658566673509,-0.01817265192591748,0.007362601903745134,-0.015627158711896516
2023-09-19,-0.004219318657894334,0.011389505969673662,0.0011428001909546278,-0.010277447779293061
2023-09-20,-0.006653037092599682,0.007295977489346758,-0.006803666317171367,0.002664585895819749
2023-09-21,0.0009557183990381379,-0.006016003476058171,0.021939440893253257,0.006839190223180112
2023-09-22,-0.01975142586657607,0.0023645431476942763,-0.006117864647683879,0.00902433334796224
2023-09-25,-0.007425207384327006,-0.0006473644146689902,0.0055498727898045715,0.009157551941701215
2023-09-26,-0.011502964070557762,-0.002845012358409484,-0.004249453111609562,-0.006033292325737119
2023-09-27,0.01815454240281097,0.004549817109609555,-0.012108839543350451,0.009678619470547762
2023-09-28,0.021721561970126334,0.01082465260551147,-0.014693699659540134,-0.004342340728662514
2023-09-29,0.013169111491866227,-0.006576694656187808,0.004938194281462284,0.008246340534293368
2023-10-02,-0.008769304715780829,-9.525356061800081e-05,-0.031912673400690726,-0.009743876413342898
2023-10-03,-0.002025681513931603,-0.011977831819648494,0.016824113039316354,-0.013801413779606326
2023-10-04,-0.003900444866969838,0.0018074057728609135,0.014912732890661156,-0.013858621511794393
2023-10-05,0.012131637521549596,0.0006023306101958705,-0.00931508651047951,0.005121034742632707
2023-10-06,0.0024905969557347005,-0.005502168771587946,0.001198020849900189,-0.003353135968617602
2023-10-09,0.0016351734525124804,0.007121306745210467,0.016360168161453522,-0.01187815498826849
2023-10-10,0.021830333746562666,-0.01902087799522502,-0.0010178509503558334,0.006383172064845765
2023-10-11,0.0033099186773503267,-0.005726995198205938,-0.0015812225035727523,-0.004430009346588328
2023-10-12,-0.005393647569442115,0.008996020970210248,0.0040701548596504735,-0.0064290959526065415
2023-10-13,0.009495998754332508,0.003572995208766093,0.008628621188389602,0.0067962884192361225
2023-10-16,-0.007789950109220723,-0.005101810401969695,0.007972936051232619,0.0066037026543346485
2023-10-17,0.0002909840603585187,0.00167327383308782,0.01327664895788425,-0.005415713888358299
2023-10-18,0.00597097381170038,-0.0015219265243389406,-0.0016768120322722029,0.011487768519871901
2023-10-19,0.008754163489880298,0.008635096360006386,0.013554788071543292,0.0007100384163275905
2023-10-20,0.0073195297129496385,-0.0026026675659345604,0.003741663524884421,-0.0008014305436768458
2023-10-23,0.0014699596499271818,0.006451570254369137,-0.007682206832334724,0.021423872756854603
2023-10-24,-0.00956017381499702,-0.011641886127877322,0.012081108735000679,0.008416626939629359
2023-10-25,0.006741198170521552,0.006783455092642799,0.00037753227153085377,-0.008472543714858316
2023-10-26,0.0012580455819372633,-0.006271617115121118,0.010251197334177512,-0.0009705738150213865
2023-10-27,-0.0077549719679251145,-0.0027138584165299347,0.004629314542756243,-0.005137245528039748
2023-10-30,-0.007722203955664314,0.002936872114919123,0.002949665711087228,-0.004569431753711297
2023-10-31,-0.004210383056183228,0.002820499373576363,-0.013980843414973241,-0.013574637743765551
2023-11-01,-0.00668444221252436,-0.0016344715171184724,0.003609075655980046,0.01525356216949552
2023-11-02,0.009076596232020194,-0.0010993852996342712,0.00030983792097311167,-0.009525293646378089
2023-11-03,0.0003148686400761007,-0.0023865863892013834,0.0037271856033808948,-0.00777230943552323
2023-11-06,0.005693465142411723,0.015827389130025776,-0.0005876014845685759,0.004517117220989415
2023-11-07,0.007401439917111126,-0.0035122047188583627,0.002740924818104168,0.0006259240078179486
2023-11-08,0.0014767609854883172,-0.0072300978385546645,0.0007451017425894272,0.005479982912454497
2023-11-09,0.015011436077950418,0.01009270826085207,0.022031824575115565,-0.007173475628880495
2023-11-10,0.009223206367206782,0.0023334200573835173,0.022398029332176723,-0.0075829828535515145
2023-11-13,-0.00789721842180776,-0.005493926454440221,-0.02073895724309807,-0.004757550216807611
2023-11-14,-0.007091326615536979,0.002003937864762076,0.003917559757771595,0.019261708392158863
2023-11-15,0.010004238381860504,-0.005269036556624031,-0.00848414671348358,0.005419191715065058
2023-11-16,-0.01270233207020642,0.01881458765854354,0.01229440120721287,-0.004191756521047049
2023-11-17,-0.016631345290908775,0.01403872374165413,-0.0006453984525261788,0.012878163119734618
2023-11-20,-0.01544427658794367,-0.0054937502295377295,0.0005524369971818317,0.0009698059376474206
2023-11-21,-0.004000654714792436,0.006728499323474987,-0.010176204293825944,-0.0009237948502129349
2023-11-22,0.0017029563171189887,0.005644388340587491,0.007616148780888898,-0.010746420918378692
2023-11-23,-0.014841141707356223,0.013276768218985092,0.0038231401197959167,-0.006984865365565536
2023-11-24,0.016011519755225228,0.0016567463429285867,0.012292971840638265,0.0011751848141010896
2023-11-27,0.021107479248819873,0.018053408424432045,-0.0019896414847907352,0.010215709509543555
2023-11-28,0.006953759495851475,0.014186315575323488,-0.009149234605801044,0.007360514599984394
2023-11-29,0.011084244868495878,-0.017087394864231144,-0.011332585126657751,-0.019892321777601005
2023-11-30,-0.0021940683444455775,0.007675422557959624,0.015523570520960282,0.0012409478041977519
2023-12-01,0.01678615545571292,-0.013301014582148914,-0.016533824393551548,-5.547698896618775e-05
2023-12-04,0.004340654489393072,0.00017305251905906887,-0.020174421000398766,-0.00039120039512788405
2023-12-05,-0.012544695005048533,0.0071967254883003855,0.0041659824609684825,-0.008898797863273552
2023-12-06,-0.004638669173366935,-0.010092135218889516,-0.00012679097273171874,0.010051423205012384
2023-12-07,-0.009357260463355437,0.005540465155178444,-0.004802576183724408,-0.007428728322623441
2023-12-08,-0.0005703035995455782,-0.00985242322419374,-0.00503649305347182,-0.011478778925888484
2023-12-11,0.020147251329163892,0.0008526355197172862,-0.006497255079925856,0.00263979910734222
